"Status","Date","Description","Category","Account","Amount",""
"","27 June 2016","MONIGAS","Alimentação","","$60.00",""
"","27 June 2016","CARREFOUR PSO 409","Transporte","","$101.95",""
"","27 June 2016","SACOLAO SAUDE ST","Alimentação","","$142.14",""
"","27 June 2016","COOP CAPUAVA (1/3)","Saúde","","$53.76",""
"","27 June 2016","EXTRA 1338","Alimentação","","$73.79",""
"","27 June 2016","KALUNGA ABC PLAZA","Equipamentos","","$55.20",""
"","27 June 2016","LOJAS RENNER FL 2","Roupa","","$209.70",""
"","27 June 2016","CARREFOUR PSO 409","Transporte","","$91.95",""
"","27 June 2016","SACOLAO SAUDE ST","Alimentação","","$83.56",""
"","27 June 2016","RAMOS PESCADOS","Alimentação","","$21.90",""
"","27 June 2016","PASTELARIA NAITO","fast food","","$21.50",""
"","27 June 2016","SUP CENT ST ANDRE 2800","Alimentação","","$13.34",""
"","27 June 2016","COOP CAPUAVA","Alimentação","","$43.76",""
"","27 June 2016","CARREFOUR STO 248","Saúde","","$27.24",""
"","27 June 2016","PET SHOP KAKAZU, RS 39,80 [ 01/06/2016 [ 13h50. Utilizado 80% limite.","PET","","$39.80",""
"","27 June 2016","DECATHLON","Equipamentos","","$89.97",""
"","27 June 2016","Mercado pago cama Pet","presentes","","$50.00",""
"","27 June 2016","COOP CAPUAVA","Alimentação","","$49.28",""
"","27 June 2016","PAO DO MARQUES","Alimentação","","$6.95",""
"","27 June 2016","A P IRMAOS BATIST","Transporte","","$85.00",""
"","27 June 2016","COOP CAPUAVA","Alimentação","","$38.27",""
"","27 June 2016","TOQUE DE BELEZA","beleza","","$18.20",""
"","27 June 2016","CARREFOUR PSO 409","Transporte","","$163.68",""
"","27 June 2016","LUCENA BAR","Lazer","","$55.00",""
"","27 June 2016","LUCENA BAR","Lazer","","$20.00",""
"","27 June 2016","SACOLAO SAUDE ST","Alimentação","","$79.76",""
"","27 June 2016","COOP CAPUAVA","Alimentação","","$17.66",""
"","27 June 2016","COOP CAPUAVA","Alimentação","","$26.02",""
"","27 June 2016","HITAMAX","Alimentação","","$17.48",""
"","27 June 2016","DECATHLON","Equipamentos","","$60.00",""
"","27 June 2016","HITAMAX","Alimentação","","$17.89",""
"","27 June 2016","dr hato","PET","","$90.00",""
"","27 June 2016","PAO DO MARQUES","Alimentação","","$7.40",""
"","27 June 2016","FERRAGENS MARUKAI LTDA","Equipamentos","","$18.20",""
"","27 June 2016","SAGRADO CORACAO","Alimentação","","$26.96",""
"","27 June 2016","CARREFOUR PSO 409","Transporte","","$148.93",""
"","27 June 2016","SACOLAO SAUDE ST","Alimentação","","$119.68",""
"","27 June 2016","COOP CAPUAVA","Alimentação","","$39.77",""
"","26 June 2016","Netflix","Lazer","","$23.00",""
"","26 June 2016","TIM Erick & Aline","telefonia","","$100.00",""
"","26 June 2016","PIC (7/21)","investimento","","$82.00",""
"","22 June 2016","Cabelo","beleza","","$30.00",""
"","22 June 2016","saque","Pagamentos","","$30.00",""
"","22 June 2016","Vivo","telefonia","","$80.00",""
"","21 June 2016","luz","Moradia","","$120.00",""
"","18 June 2016","PAO DO MA","Alimentação","","$7.33",""
"","16 June 2016","vigia","Moradia","","$45.00",""
"","15 June 2016","convênio","Saúde","","$278.00",""
"","15 June 2016","kung fu","Educação","","$130.00",""
"","10 June 2016","banco","Pagamentos","","$48.00",""
"","04 June 2016","climatizador","Equipamentos","","$67.00",""
"","01 June 2016","Previsão Feira","Alimentação","","$250.00",""
"","30 May 2016","conta água","Moradia","","$62.00",""
"","27 May 2016","Saque","Pagamentos","","$80.00",""
"","27 May 2016","RODRISABO","fast food","","$12.00",""
"","27 May 2016","Cabelo","beleza","","$30.00",""
"","27 May 2016","mafre","seguros","","$260.00",""
"","26 May 2016","TIM Erick & Aline","telefonia","","$100.00",""
"","26 May 2016","PIC (6/21)","investimento","","$82.00",""
"","26 May 2016","Netflix","Lazer","","$23.00",""
"","25 May 2016","Churrasco","Lazer","","$19.00",""
"","25 May 2016","Gasolina","Transporte","","$166.00",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$8.56",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$64.20",""
"","25 May 2016","SACOLAO SAUDE ST","Alimentação","","$83.42",""
"","25 May 2016","CARREFOUR PSO 409","Transporte","","$175.37",""
"","25 May 2016","MERCADOPAGO","Equipamentos","","$58.07",""
"","25 May 2016","COOP CAPUAVA","Saúde","","$54.31",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$35.83",""
"","25 May 2016","PIZZARIA HOSANA","fast food","","$30.00",""
"","25 May 2016","HITAMAX","Alimentação","","$8.24",""
"","25 May 2016","SACOLAO SAUDE ST","Alimentação","","$85.80",""
"","25 May 2016","RAMOS PESCADOS","fast food","","$8.69",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$46.55",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$20.01",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$60.53",""
"","25 May 2016","TOQUE DE BELEZA","beleza","","$11.90",""
"","25 May 2016","AUTO POSTO MIRO","Transporte","","$22.50",""
"","25 May 2016","MERCADOPAGO","PET","","$13.99",""
"","25 May 2016","CARREFOUR PSO 409","Transporte","","$166.35",""
"","25 May 2016","PAO DO MARQUES","Alimentação","","$14.71",""
"","25 May 2016","Mercado pago repetidor","Equipamentos","","$56.26",""
"","25 May 2016","SACOLAO SAUDE ST","Alimentação","","$108.76",""
"","25 May 2016","RAMOS PESCADOS","fast food","","$13.00",""
"","25 May 2016","RIACHUELO 214","Roupa","","$109.80",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$12.63",""
"","25 May 2016","SUP CENT ST ANDRE 2800","Alimentação","","$18.28",""
"","25 May 2016","ASSAI ATACADISTA","Alimentação","","$430.14",""
"","25 May 2016","CASA DE CARNES GR","Alimentação","","$8.22",""
"","25 May 2016","HITAMAX MINIMERCADO","Alimentação","","$18.27",""
"","25 May 2016","PANIFICAD","Alimentação","","$10.97",""
"","25 May 2016","A P IRMAOS BATIST","Transporte","","$34.29",""
"","25 May 2016","COOP CAPUAVA","Alimentação","","$67.72",""
"","25 May 2016","HITAMAX MINIMERCADO","Alimentação","","$13.49",""
"","25 May 2016","CARREFOUR PSO 409","Transporte","","$70.08",""
"","25 May 2016","CARREFOUR STO 248","Alimentação","","$50.25",""
"","25 May 2016","SACOLAO SAUDE ST","Alimentação","","$86.93",""
"","25 May 2016","PIZZARIA BRASITAL","fast food","","$50.50",""
"","25 May 2016","ZECA FRUTAS FRESCAS LT","Alimentação","","$27.00",""
"","22 May 2016","Vivo","telefonia","","$80.00",""
"","21 May 2016","luz","Moradia","","$120.00",""
"","21 May 2016","Pão","Alimentação","","$7.00",""
"","16 May 2016","vigia","Moradia","","$45.00",""
"","15 May 2016","kung fu","Educação","","$120.00",""
"","15 May 2016","convênio","Saúde","","$278.00",""
"","14 May 2016","Gasolina","Transporte","","$20.00",""
"","14 May 2016","Saque","Pagamentos","","$60.00",""
"","10 May 2016","banco","Pagamentos","","$48.00",""
"","09 May 2016","Costura","Roupa","","$20.00",""
"","09 May 2016","BCO24H","Pagamentos","","$60.00",""
"","07 May 2016","Saque","Pagamentos","","$50.00",""
"","04 May 2016","climatizador","Equipamentos","","$67.00",""
"","30 April 2016","Boneco","PET","","$20.00",""
"","30 April 2016","conta água","Moradia","","$62.00",""
"","27 April 2016","mafre","seguros","","$260.00",""
"","27 April 2016","Cabelo","beleza","","$30.00",""
"","26 April 2016","Taxa banco do Brasil","Pagamentos","","$15.00",""
"","26 April 2016","Saque","Pagamentos","","$60.00",""
"","26 April 2016","CARREFOUR 409 PSC","Transporte","","$173.48",""
"","26 April 2016","FERRAZ GRILL","Lazer","","$16.04",""
"","26 April 2016","SACOLAO SAUDE ST","Alimentação","","$68.51",""
"","26 April 2016","MercPago[MLIVRE","Equipamentos","","$218.21",""
"","26 April 2016","HITAMAX MINIMERCADO","Alimentação","","$27.80",""
"","26 April 2016","HITAMAX","Alimentação","","$10.28",""
"","26 April 2016","feira","Alimentação","","$64.00",""
"","26 April 2016","FERRAZ GRILL","Alimentação","","$18.90",""
"","26 April 2016","CARREFOUR PSO 409","Transporte","","$166.98",""
"","26 April 2016","CARREFOUR STO 248","Equipamentos","","$100.36",""
"","26 April 2016","GOOGLE PLAY*APP BLAUEC","investimento","","$14.90",""
"","26 April 2016","PANIFICADORA PAO","Alimentação","","$7.65",""
"","26 April 2016","BK SHOPPING ABC","fast food","","$28.50",""
"","26 April 2016","MC DONALDS MAP","fast food","","$23.00",""
"","26 April 2016","SACOLAO SAUDE ST","Alimentação","","$140.22",""
"","26 April 2016","PALMITO CIA","Alimentação","","$8.00",""
"","26 April 2016","HITAMAX","Alimentação","","$7.84",""
"","26 April 2016","COOP CAPUAVA","Alimentação","","$5.49",""
"","26 April 2016","PAO DO MARQUES","Alimentação","","$15.45",""
"","26 April 2016","UBER*UBER","investimento","","$9.32",""
"","26 April 2016","UBER*UBER","investimento","","$7.61",""
"","26 April 2016","CARREFOUR 409 PSC","Transporte","","$155.50",""
"","26 April 2016","Carregador USB","Equipamentos","","$49.99",""
"","26 April 2016","PANIFICADORA PAO","Alimentação","","$7.22",""
"","26 April 2016","COOP CAPUAVA","Alimentação","","$40.00",""
"","26 April 2016","Remédio joelho","Saúde","","$114.00",""
"","26 April 2016","PASTELARIA NAITO","fast food","","$30.00",""
"","26 April 2016","SACOLAO SAUDE ST","Alimentação","","$67.51",""
"","26 April 2016","CORPO e VIDA","Saúde","","$89.00",""
"","26 April 2016","SUP CENT ST ANDRE 2800","Alimentação","","$55.68",""
"","26 April 2016","CARREFOUR 409 PSC","Transporte","","$171.32",""
"","26 April 2016","COOP CAPUAVA","Alimentação","","$28.56",""
"","26 April 2016","BRUTI S CAFE","Lazer","","$16.00",""
"","26 April 2016","COOP CAPU","Alimentação","","$25.56",""
"","26 April 2016","HITAMAX MINIMERCADO","Alimentação","","$9.38",""
"","26 April 2016","SACOLAO SAUDE ST","Alimentação","","$55.97",""
"","26 April 2016","HITAMAX","Alimentação","","$10.24",""
"","26 April 2016","PIC (5/21)","investimento","","$82.00",""
"","26 April 2016","TIM Erick & Aline","telefonia","","$100.00",""
"","22 April 2016","Vivo","telefonia","","$80.00",""
"","21 April 2016","luz","Moradia","","$120.00",""
"","16 April 2016","CX ITAU AV ITAMARATI","Pagamentos","","$30.00",""
"","16 April 2016","PAO DO MA","Alimentação","","$6.60",""
"","16 April 2016","vigia","Moradia","","$45.00",""
"","15 April 2016","kung fu","Educação","","$120.00",""
"","15 April 2016","convênio","Saúde","","$278.00",""
"","12 April 2016","Sapato Kung Fu","Equipamentos","","$120.00",""
"","10 April 2016","banco","Pagamentos","","$48.00",""
"","09 April 2016","PANIFICAD","Alimentação","","$6.75",""
"","07 April 2016","NETFLIX.COM","telefonia","","$19.90",""
"","04 April 2016","climatizador","Equipamentos","","$67.00",""
"","04 April 2016","CX ITAU AV XV DE NOV","Pagamentos","","$120.00",""
"","30 March 2016","conta água","Moradia","","$62.00",""
"","29 March 2016","Saque","Pagamentos","","$50.00",""
"","27 March 2016","Cabelo","beleza","","$30.00",""
"","27 March 2016","mafre","seguros","","$260.00",""
"","26 March 2016","PIC (4/21)","investimento","","$82.00",""
"","26 March 2016","TIM Erick & Aline","telefonia","","$100.00",""
"","25 March 2016","CARREFOUR 409 PSC","Transporte","","$119.15",""
"","25 March 2016","FERRAZ GRILL","Lazer","","$19.36",""
"","25 March 2016","PADARIA LIDER","fast food","","$12.00",""
"","25 March 2016","SUP CENT ST ANDRE 2800","Alimentação","","$74.48",""
"","25 March 2016","PAO DO MARQUES","Alimentação","","$7.50",""
"","25 March 2016","AUTO POSTO MIRO","Transporte","","$32.50",""
"","25 March 2016","MONTE Carlo lavagem","Corolla","","$35.00",""
"","25 March 2016","FERRAGENS MARUKAI LTDA","Equipamentos","","$20.60",""
"","25 March 2016","AMEI BIJUTERIAS","presentes","","$30.00",""
"","25 March 2016","SUP CENT ST ANDRE 2800","Alimentação","","$64.96",""
"","25 March 2016","CARREFOUR PSO 409","Transporte","","$112.82",""
"","25 March 2016","EXTRA FAR","PET","","$4.65",""
"","25 March 2016","PADARIA PAO PAULINOS","Alimentação","","$5.80",""
"","25 March 2016","KILOUCURA RESTAURANTE","investimento","","$19.86",""
"","25 March 2016","UBER*UBER","investimento","","$7.26",""
"","25 March 2016","HITAMAX","Alimentação","","$19.22",""
"","25 March 2016","CARREFOUR 409 PSC","Transporte","","$131.50",""
"","25 March 2016","COOP CAPUAVA","Alimentação","","$54.49",""
"","25 March 2016","HITAMAX","Alimentação","","$7.14",""
"","25 March 2016","EXTRA FARMA LOJA 18","Saúde","","$48.63",""
"","25 March 2016","COOP CAPUAVA","Saúde","","$117.42",""
"","25 March 2016","COOP CAPUAVA","Alimentação","","$51.56",""
"","25 March 2016","Pipoqueira","Equipamentos","","$123.01",""
"","25 March 2016","PASTELARIA NAITO","fast food","","$10.00",""
"","25 March 2016","SACOLAO SAUDE ST","Alimentação","","$101.78",""
"","25 March 2016","RAMOS PESCADOS","fast food","","$14.62",""
"","25 March 2016","UBER*UBER","investimento","","$13.84",""
"","25 March 2016","FERRAZ GRILL","Lazer","","$16.79",""
"","25 March 2016","CARREFOUR 409 PSC","Transporte","","$121.73",""
"","25 March 2016","COOP CAPUAVA","Saúde","","$15.54",""
"","25 March 2016","COOP CAPUAVA","fast food","","$13.07",""
"","25 March 2016","HITAMAX","Alimentação","","$18.90",""
"","25 March 2016","BOUTIQUE DO PAO","Alimentação","","$8.80",""
"","25 March 2016","SACOLAO SAUDE ST","Alimentação","","$64.31",""
"","25 March 2016","CARREFOUR 409 PSC","Transporte","","$120.98",""
"","25 March 2016","COOP CAPUAVA","Lazer","","$33.68",""
"","25 March 2016","HITAMAX","Alimentação","","$11.08",""
"","25 March 2016","COOP CAPUAVA","Lazer","","$28.53",""
"","25 March 2016","PADARIA PAO PAULINOS","Alimentação","","$12.55",""
"","25 March 2016","ASSAI ATACADISTA","Alimentação","","$428.91",""
"","25 March 2016","SUP CENT ST ANDRE 2800","Alimentação","","$132.52",""
"","25 March 2016","PAO DO MARQUES","Lazer","","$30.20",""
"","25 March 2016","MONIGAS COM GAS LTDA","Alimentação","","$60.00",""
"","25 March 2016","PASTELARIA NAITO","fast food","","$12.50",""
"","22 March 2016","Vivo","telefonia","","$80.00",""
"","21 March 2016","luz","Moradia","","$120.00",""
"","20 March 2016","presente gabi","presentes","","$4.60",""
"","16 March 2016","vigia","Moradia","","$45.00",""
"","15 March 2016","kung fu","Educação","","$120.00",""
"","15 March 2016","convênio","Saúde","","$278.00",""
"","10 March 2016","banco","Pagamentos","","$48.00",""
"","09 March 2016","Saque","Pagamentos","","$80.00",""
"","09 March 2016","FERRAZ GR","Lazer","","$16.27",""
"","07 March 2016","NETFLIX.COM","telefonia","","$19.90",""
"","06 March 2016","Reserva Corolla","Corolla","","$560.00",""
"","04 March 2016","climatizador","Equipamentos","","$67.00",""
"","03 March 2016","Gasolina","Transporte","","$20.00",""
"","01 March 2016","Cartório","Pagamentos","","$30.00",""
"","01 March 2016","CX ITAU AL VIEIRA DE","Pagamentos","","$30.00",""
"","28 February 2016","conta água","Moradia","","$62.00",""
"","27 February 2016","Cabelo","beleza","","$30.00",""
"","27 February 2016","mafre","seguros","","$260.00",""
"","26 February 2016","PIC (3/21)","investimento","","$82.00",""
"","26 February 2016","TIM Erick & Aline","telefonia","","$100.00",""
"","25 February 2016","AUTO POSTO MIRO","Transporte","","$135.53",""
"","25 February 2016","SACOLAO SAUDE ST","Alimentação","","$131.03",""
"","25 February 2016","COOP Capuava farmácia","Saúde","","$161.61",""
"","25 February 2016","DROGARIA BIFARMA","Saúde","","$7.72",""
"","25 February 2016","A POSTO I BATISTUCCI L","Transporte","","$50.00",""
"","25 February 2016","fralda Renato","presentes","","$27.00",""
"","25 February 2016","CASA DE CARNES GRANDES","Alimentação","","$14.65",""
"","25 February 2016","COOP CAPUAVA","Alimentação","","$37.82",""
"","25 February 2016","CARREFOUR PSO 409","Transporte","","$97.99",""
"","25 February 2016","SAGRADO CORACAO","Alimentação","","$27.78",""
"","25 February 2016","HITAMAX MINIMERCADO","Alimentação","","$10.69",""
"","25 February 2016","DROGARIA AMERICA DO SU","Saúde","","$16.00",""
"","25 February 2016","PASTELARIA NAITO","Lazer","","$30.00",""
"","25 February 2016","CARREFOUR PSO 409","Transporte","","$83.04",""
"","25 February 2016","SUP CENT ST ANDRE 2800","Alimentação","","$38.68",""
"","25 February 2016","Frango","Alimentação","","$30.75",""
"","25 February 2016","SACOLAO SAUDE ST","Alimentação","","$80.40",""
"","25 February 2016","COOP CAPUAVA","Alimentação","","$42.85",""
"","25 February 2016","LAVA RAPIDO POHL","Corolla","","$30.00",""
"","25 February 2016","PRECOLANDIA SANTO","presentes","","$29.90",""
"","25 February 2016","LOJAS AMERICANAS","presentes","","$14.98",""
"","25 February 2016","AUTO POSTO MIRO","Transporte","","$52.50",""
"","25 February 2016","HITAMAX","Alimentação","","$12.94",""
"","25 February 2016","SACOLAO SAUDE ST","Alimentação","","$36.86",""
"","25 February 2016","PASTELARIA NAITO","fast food","","$15.50",""
"","25 February 2016","JIN JIN","fast food","","$20.86",""
"","25 February 2016","SUP CENT ST ANDRE 2800","Alimentação","","$70.00",""
"","25 February 2016","RAIA DROGASIL 549","Alimentação","","$7.19",""
"","25 February 2016","EXTRACOM","presentes","","$57.99",""
"","25 February 2016","Roupas","Roupa","","$78.00",""
"","25 February 2016","café","fast food","","$4.40",""
"","25 February 2016","AUTO POSTO MIRO","Transporte","","$53.58",""
"","25 February 2016","CARREFOUR 409 PSC","Transporte","","$110.33",""
"","25 February 2016","LOJAS RENNER FL 2","Roupa","","$59.70",""
"","25 February 2016","EXTRA 1338","Lazer","","$44.28",""
"","25 February 2016","SUPERMERCADO ALVO","Lazer","","$177.00",""
"","25 February 2016","FERRAGENS MARUKAI LTDA","Equipamentos","","$25.70",""
"","25 February 2016","HITAMAX MINIMERCADO","Alimentação","","$12.00",""
"","25 February 2016","CARREFOUR PSO 409","Transporte","","$123.02",""
"","25 February 2016","SACOLAO SAUDE ST","Alimentação","","$145.55",""
"","25 February 2016","farmácia","Saúde","","$132.00",""
"","25 February 2016","KARTEX DESCARTAVEIS","Alimentação","","$13.40",""
"","25 February 2016","COOP CAPUAVA","Alimentação","","$80.89",""
"","25 February 2016","COOP CAPUAVA","Saúde","","$12.75",""
"","25 February 2016","SUPERMERCADO PERI","Alimentação","","$9.93",""
"","25 February 2016","PAES E DOCES MICH","fast food","","$26.16",""
"","24 February 2016","FERRAZ GR","Lazer","","$14.60",""
"","23 February 2016","BCO24H","Pagamentos","","$100.00",""
"","22 February 2016","Vivo","telefonia","","$80.00",""
"","21 February 2016","Tapioca","fast food","","$23.00",""
"","21 February 2016","HITAMAX M","Alimentação","","$4.93",""
"","21 February 2016","luz","Moradia","","$120.00",""
"","20 February 2016","BCO24H","Pagamentos","","$27.00",""
"","20 February 2016","HITAMAX M","Alimentação","","$5.86",""
"","18 February 2016","Mel","Alimentação","","$25.00",""
"","16 February 2016","Portão automático","Moradia","","$100.00",""
"","16 February 2016","vigia","Moradia","","$45.00",""
"","15 February 2016","kung fu","Educação","","$120.00",""
"","15 February 2016","convênio","Saúde","","$278.00",""
"","13 February 2016","Saque","Pagamentos","","$50.00",""
"","13 February 2016","Pizza","fast food","","$30.00",""
"","10 February 2016","banco","Pagamentos","","$48.00",""
"","10 February 2016","FERRAZ GR","Lazer","","$19.84",""
"","10 February 2016","material ingles (3/3)","Educação","","$100.00",""
"","07 February 2016","NETFLIX.COM","telefonia","","$19.90",""
"","07 February 2016","07-02 feira","Alimentação","","$26.00",""
"","07 February 2016","07-02 Gasolina","Transporte","","$50.00",""
"","06 February 2016","CLAUDIO M SIMOES","fast food","","$18.00",""
"","05 February 2016","BCO24H","Pagamentos","","$100.00",""
"","05 February 2016","A P IRMAO","Transporte","","$96.00",""
"","05 February 2016","OTICA JOV","Roupa","","$95.00",""
"","04 February 2016","climatizador","Equipamentos","","$67.00",""
"","03 February 2016","FERRAZ GR","Lazer","","$18.30",""
"","01 February 2016","01-02 Gasolina","Transporte","","$30.00",""
"","01 February 2016","ATACADAO","Alimentação","","$367.65",""
"","01 February 2016","Reserva Corolla","Corolla","","$560.00",""
"","30 January 2016","conta água","Moradia","","$62.00",""
"","27 January 2016","Almoço Ferraz","Lazer","","$25.00",""
"","27 January 2016","Cabelo","beleza","","$30.00",""
"","27 January 2016","mafre","seguros","","$260.00",""
"","26 January 2016","PIC (2/21)","investimento","","$82.00",""
"","26 January 2016","TIM Erick & Aline","telefonia","","$100.00",""
"","25 January 2016","cortina da sala  (10/10)","beleza","","$78.00",""
"","25 January 2016","06-10 passagem RJ (4/4)","Educação","","$60.00",""
"","25 January 2016","RAJ K716 (3/3)","Roupa","","$44.99",""
"","25 January 2016","FERRAZ GRILL","Lazer","","$18.34",""
"","25 January 2016","A POSTO I BATISTUCCI L","Transporte","","$134.00",""
"","25 January 2016","COOP CAPUAVA","Alimentação","","$18.99",""
"","25 January 2016","ASSAI ATACADISTA","Alimentação","","$505.00",""
"","25 January 2016","SACOLAO SAUDE ST","Alimentação","","$85.85",""
"","25 January 2016","PASTELARIA NAITO","fast food","","$16.00",""
"","25 January 2016","RAMOS PESCADOS","fast food","","$11.44",""
"","25 January 2016","COOP Capuava farmácia","Saúde","","$17.65",""
"","25 January 2016","AUTO POSTO MIRO","Transporte","","$130.44",""
"","25 January 2016","SACOLAO SAUDE ST","Alimentação","","$145.52",""
"","25 January 2016","AUTO POSTO MIRO","Transporte","","$130.01",""
"","25 January 2016","HITAMAX MINIMERCADO","Alimentação","","$12.56",""
"","25 January 2016","SACOLAO SAUDE ST","Alimentação","","$59.65",""
"","25 January 2016","PASTELARIA NAITO","fast food","","$16.00",""
"","25 January 2016","FERRAZ GRILL","Lazer","","$18.42",""
"","25 January 2016","fralda Celso","presentes","","$46.00",""
"","25 January 2016","pen drive","Equipamentos","","$37.00",""
"","25 January 2016","CARREFOUR PSO 409","Transporte","","$89.12",""
"","25 January 2016","RAMOS PESCADOS","fast food","","$30.19",""
"","25 January 2016","KARTEX DESCARTAVEIS","Alimentação","","$48.50",""
"","25 January 2016","SACOLAO SAUDE ST","Alimentação","","$185.22",""
"","25 January 2016","COOP CAPUAVA","Alimentação","","$21.00",""
"","25 January 2016","2109 [ CINEMARK G","Lazer","","$35.00",""
"","25 January 2016","BRUTI S CAFE","Alimentação","","$12.00",""
"","25 January 2016","FERRAZ GRILL","Lazer","","$18.75",""
"","24 January 2016","BCO24H","Pagamentos","","$80.00",""
"","22 January 2016","Vivo","telefonia","","$80.00",""
"","21 January 2016","luz","Moradia","","$120.00",""
"","20 January 2016","FERRAZ GR","Lazer","","$17.18",""
"","16 January 2016","Feira","Alimentação","","$10.00",""
"","16 January 2016","vigia","Moradia","","$45.00",""
"","15 January 2016","HITAMAX M","Alimentação","","$11.96",""
"","15 January 2016","kung fu","Educação","","$120.00",""
"","15 January 2016","convênio","Saúde","","$278.00",""
"","10 January 2016","banco","Pagamentos","","$48.00",""
"","10 January 2016","material ingles (2/3)","Educação","","$100.00",""
"","09 January 2016","HITAMAX","Alimentação","","$5.60",""
"","09 January 2016","FERRAGENS","Equipamentos","","$8.30",""
"","08 January 2016","HITAMAX M","Alimentação","","$8.80",""
"","07 January 2016","NETFLIX.COM","telefonia","","$19.90",""
"","06 January 2016","Reserva Corolla","Corolla","","$560.00",""
"","05 January 2016","Gas Ricardo","terceiros","","$15.00",""
"","04 January 2016","Açougue","Alimentação","","$35.00",""
"","30 December 2015","conta água","Moradia","","$62.00",""
"","28 December 2015","cortina da sala  (9/10)","beleza","","$78.00",""
"","28 December 2015","secador (6/6)","Equipamentos","","$37.33",""
"","28 December 2015","18-07 tênis (5/5)","Roupa","","$52.00",""
"","28 December 2015","aparelho de pressão  (4/4)","Equipamentos","","$31.50",""
"","28 December 2015","anuidade visa (3/3)","Pagamentos","","$61.33",""
"","28 December 2015","manutenção corolla 190k (4/4)","Corolla","","$193.75",""
"","28 December 2015","04-10 fraldas (3/3)","PET","","$25.66",""
"","28 December 2015","06-10 passagem RJ (3/4)","Educação","","$60.00",""
"","28 December 2015","RAJ K716 (2/3)","Roupa","","$44.99",""
"","28 December 2015","HABIBS ITAMARATI","Lazer","","$29.15",""
"","28 December 2015","15-11 mercado","Alimentação","","$101.52",""
"","28 December 2015","18-11 gasolina","Transporte","","$170.00",""
